Id,BS_Module,Sub_Category,Case_Type,Summary,Description,Steps_To_Reproduce,Additional_Information,Notes,KB_Content
11623,Database,Revise GTCode,Issue,"รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R และ 6T77B เป็น 6T77R,จาก 6N40R เป็น 6N40RB ให้หน่อยครับ","LONK4000270891 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R และ 6T77B เป็น 6T77R ให้หน่อยครับ
LONK4000270892 รบกวนแก้ไข GT Code จาก 6T77B เป็น 6T77R ให้หน่อยครับ
LONK4000277321 รบกวนแก้ไข GT Code จาก 6N40R เป็น 6N40RB ให้หน่อยครับ
LONK4000270901 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R และ 6T77B เป็น 6T77R ให้หน่อยครับ
LONK4000270900 รบกวนแก้ไข GT Code จาก 6T77B เป็น 6T77R ให้หน่อยครับ
LONK4000270903 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R ให้หน่อยครับ",แก้ไขที่ DeliveryDetail,,,"[ปัญหา] LONK4000270891 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R และ 6T77B เป็น 6T77R ให้หน่อยครับ
LONK4000270892 รบกวนแก้ไข GT Code จาก 6T77B เป็น 6T77R ให้หน่อยครับ
LONK4000277321 รบกวนแก้ไข GT Code จาก 6N40R เป็น 6N40RB ให้หน่อยครับ
LONK4000270901 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R และ 6T77B เป็น 6T77R ให้หน่อยครับ
LONK4000270900 รบกวนแก้ไข GT Code จาก 6T77B เป็น 6T77R ให้หน่อยครับ
LONK4000270903 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R ให้หน่อยครับ

[วิธีแก้ไข] แก้ไขที่ DeliveryDetail"
11631,Database,Import WarehouseTask,Issue,"รบกวนตรวจสอบให้ห่อยครับ จำนวนยางใน picking list ไม่ตรงกับ loadings ummary ครับ LONK4000275981 , LONK4000275982 ,LONK4000275984","รบกวนตรวจสอบให้ห่อยครับ จำนวนยางใน picking list ไม่ตรงกับ loadings ummary ครับ LONK4000275981 , LONK4000275982 ,LONK4000275984","พบว่า 3 Loading นี้มีข้อมูล warehouse task เข้ามาในระบบสองครั้งครับ
- 2025-03-26 11:02:16
- 2025-03-26 11:02:27
ซึ่งปกติระบบจะ replace ให้เมื่อมีการ upload ใหม่ครับ ปัญหาที่เกิดขึ้นคาดว่าเป็นที่ connection ทำให้มีการ insert ข้อมูล 2 ครั้งซึ่งระยะเวลาห่างกัน 9 วินาที ทีมจึงดำเนินการเคลียร์ข้อมูลที่ duplicate ออกครับ",,,"[ปัญหา] รบกวนตรวจสอบให้ห่อยครับ จำนวนยางใน picking list ไม่ตรงกับ loadings ummary ครับ LONK4000275981 , LONK4000275982 ,LONK4000275984

[วิธีแก้ไข] พบว่า 3 Loading นี้มีข้อมูล warehouse task เข้ามาในระบบสองครั้งครับ
- 2025-03-26 11:02:16
- 2025-03-26 11:02:27
ซึ่งปกติระบบจะ replace ให้เมื่อมีการ upload ใหม่ครับ ปัญหาที่เกิดขึ้นคาดว่าเป็นที่ connection ทำให้มีการ insert ข้อมูล 2 ครั้งซึ่งระยะเวลาห่างกัน 9 วินาที ทีมจึงดำเนินการเคลียร์ข้อมูลที่ duplicate ออกครับ"
11632,Database,Revise GTCode,Issue,"LONK4000270875 , LONK4000270877 , LONK4000270879 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R และ 6T77B เป็น 6T77R ให้หน่อยครับ","LONK4000270875 , LONK4000270877 , LONK4000270879 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R และ 6T77B เป็น 6T77R ให้หน่อยครับ",แก้ไขที่ DeliveryDetail,,,"[ปัญหา] LONK4000270875 , LONK4000270877 , LONK4000270879 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R และ 6T77B เป็น 6T77R ให้หน่อยครับ

[วิธีแก้ไข] แก้ไขที่ DeliveryDetail"
11633,Database,Revise GTCode,Issue,LONK4000274666 รบกวนแก้ไข GT Code จาก 6N40R เป็น 6N40RB ให้หน่อยครับ,LONK4000274666 รบกวนแก้ไข GT Code จาก 6N40R เป็น 6N40RB ให้หน่อยครับ,แก้ไขที่ DeliveryDetail,,,"[ปัญหา] LONK4000274666 รบกวนแก้ไข GT Code จาก 6N40R เป็น 6N40RB ให้หน่อยครับ

[วิธีแก้ไข] แก้ไขที่ DeliveryDetail"
11634,Database,Revise GTCode,Issue,LONK4000270883 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R และ 6T77B เป็น 6T77R ให้หน่อยครับ,LONK4000270883 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R และ 6T77B เป็น 6T77R ให้หน่อยครับ,แก้ไขที่ DeliveryDetail,,,"[ปัญหา] LONK4000270883 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R และ 6T77B เป็น 6T77R ให้หน่อยครับ

[วิธีแก้ไข] แก้ไขที่ DeliveryDetail"
11635,Database,Revise GTCode,Issue,"LONK4000275373 , LONK4000275374 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R ให้หน่อยครับ","LONK4000275373 , LONK4000275374 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R ให้หน่อยครับ",แก้ไขที่ DeliveryDetail,,,"[ปัญหา] LONK4000275373 , LONK4000275374 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R ให้หน่อยครับ

[วิธีแก้ไข] แก้ไขที่ DeliveryDetail"
11636,Database,Revise GTCode,Issue,ONK4000270882 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R ให้หน่อยครับ,ONK4000270882 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R ให้หน่อยครับ,แก้ไขที่ DeliveryDetail,,,"[ปัญหา] ONK4000270882 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R ให้หน่อยครับ

[วิธีแก้ไข] แก้ไขที่ DeliveryDetail"
11637,Database,Revise GTCode,Issue,LONK4000270885 รบกวนแก้ไข GT Code จาก 6T77B เป็น 6T77R ให้หน่อยครับ,LONK4000270885 รบกวนแก้ไข GT Code จาก 6T77B เป็น 6T77R ให้หน่อยครับ,แก้ไขที่ DeliveryDetail,,,"[ปัญหา] LONK4000270885 รบกวนแก้ไข GT Code จาก 6T77B เป็น 6T77R ให้หน่อยครับ

[วิธีแก้ไข] แก้ไขที่ DeliveryDetail"
11449,Database,Checked GTCode From BTIS,Issue,รบกวนตรวจสอบ GT-Code CI53 กับข้อมูลของ B-Tis ให้หน่อยครับ,รบกวนตรวจสอบ GT-Code CI53 กับข้อมูลของ B-Tis ให้หน่อยครับ,"จากที่ตรวจสอบ GT Code : CI53 ถูก Update status เป็น Delete ที่ B-TIS ไปเมื่อวันที่ 24/Dec/2024
และระบบ B Logics ได้มีการ run job update status ตาม ไปเมื่อวันที่ 25/Dec/2024 เป็นวันก่อนที่จะหยุด Job interface B-TIS ค่ะ","select *, ActiveFlag
from TisCertificate
where GtCode = 'CI53'

select *, ActiveFlag
from TisCertificate
where GtCode = 'CI53'

select *
from ListMasterDetail
where ListCode like 'Certificate%'
________

select * from TiresMaster where GTCode = 'CI53'",,"[ปัญหา] รบกวนตรวจสอบ GT-Code CI53 กับข้อมูลของ B-Tis ให้หน่อยครับ

[วิธีแก้ไข] จากที่ตรวจสอบ GT Code : CI53 ถูก Update status เป็น Delete ที่ B-TIS ไปเมื่อวันที่ 24/Dec/2024
และระบบ B Logics ได้มีการ run job update status ตาม ไปเมื่อวันที่ 25/Dec/2024 เป็นวันก่อนที่จะหยุด Job interface B-TIS ค่ะ

[ข้อมูลเพิ่มเติม] select *, ActiveFlag
from TisCertificate
where GtCode = 'CI53'

select *, ActiveFlag
from TisCertificate
where GtCode = 'CI53'

select *
from ListMasterDetail
where ListCode like 'Certificate%'
________

select * from TiresMaster where GTCode = 'CI53'"
11448,Database,Revise GTCode,Issue,"LONK4100551222 รบกวนแก้ไข GT Code จาก 1771R เป็น 1771RB , จาก QG15B เป็น QG15R ให้หน่อยครับ","LONK4000270870 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R และ 6T77B เป็น 6T77R ให้หน่อยครับ
LONK4000270864 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R ให้หน่อยครับ
LONK4000270868 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R และ 6T77B เป็น 6T77R ให้หน่อยครับ",แก้ไขที่ DeliveryDetail,,,"[ปัญหา] LONK4000270870 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R และ 6T77B เป็น 6T77R ให้หน่อยครับ
LONK4000270864 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R ให้หน่อยครับ
LONK4000270868 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R และ 6T77B เป็น 6T77R ให้หน่อยครับ

[วิธีแก้ไข] แก้ไขที่ DeliveryDetail"
11447,Database,Revise GTCode,Issue,"LONK4100551222 รบกวนแก้ไข GT Code จาก 1771R เป็น 1771RB , จาก QG15B เป็น QG15R ให้หน่อยครับ","LONK4100551222 รบกวนแก้ไข GT Code จาก 1771R เป็น 1771RB ให้หน่อยครับ
LONK4000270854 รบกวนแก้ไข GT Code จาก 6T77B เป็น 6T77R ให้หน่อยครับ
LONK4000270861 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R ให้หน่อยครับ
LONK4000270856 รบกวนแก้ไข GT Code จาก 6T77B เป็น 6T77R ให้หน่อยครับ",แก้ไขที่ DeliveryDetail,,,"[ปัญหา] LONK4100551222 รบกวนแก้ไข GT Code จาก 1771R เป็น 1771RB ให้หน่อยครับ
LONK4000270854 รบกวนแก้ไข GT Code จาก 6T77B เป็น 6T77R ให้หน่อยครับ
LONK4000270861 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R ให้หน่อยครับ
LONK4000270856 รบกวนแก้ไข GT Code จาก 6T77B เป็น 6T77R ให้หน่อยครับ

[วิธีแก้ไข] แก้ไขที่ DeliveryDetail"
11445,Database,Revise GTCode,Issue,"รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R และ 6T77B เป็น 6T77R , จาก 1771R เป็น 1771RB ให้หน่อยครับ","LONK4000267025 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R และ 6T77B เป็น 6T77R ให้หน่อยครับ
LONK4000267030 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R และ 6T77B เป็น 6T77R ให้หน่อยครับ
LONK4100549744 รบกวนแก้ไข GT Code จาก 1771R เป็น 1771RB ให้หน่อยครับ",แก้ไข DeliveryDetail,,,"[ปัญหา] LONK4000267025 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R และ 6T77B เป็น 6T77R ให้หน่อยครับ
LONK4000267030 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R และ 6T77B เป็น 6T77R ให้หน่อยครับ
LONK4100549744 รบกวนแก้ไข GT Code จาก 1771R เป็น 1771RB ให้หน่อยครับ

[วิธีแก้ไข] แก้ไข DeliveryDetail"
11446,Database,Pending List,Issue,รบกวนตรวจสอบให้หน่อยครับ DO. 4000271568 ส่งจาก SAP แล้ว ไม่ขึ้นใน Pending List ครับ,รบกวนตรวจสอบให้หน่อยครับ DO. 4000271568 ส่งจาก SAP แล้ว ไม่ขึ้นใน Pending List ครับ,"สาเหตุที่ไม่พบ DO นี้เกิดจากไม่มีข้อมูลยาง GT Code NTT73 ในระบบค่ะ

select * from vwActiveTiresMaster where GTCode like 'NTT73'",,,"[ปัญหา] รบกวนตรวจสอบให้หน่อยครับ DO. 4000271568 ส่งจาก SAP แล้ว ไม่ขึ้นใน Pending List ครับ
